"Analysis","Type","Method","Node","Support"
50,"MOL","ML_noASC",548,60
50,"MOL","ML_noASC",549,68
50,"MOL","ML_noASC",550,53
50,"TE","ML_noASC",363,57
50,"TE","ML_noASC",364,54
50,"TE","ML_noASC",390,98
50,"TE","ML_noASC",412,55
50,"TE","ML_noASC",453,84
50,"TE","ML_noASC",505,73
50,"TE","ML_noASC",539,70
50,"TE","ML_noASC",540,75
50,"TE","ML_noASC",541,61
50,"TE","ML_noASC",547,62
50,"TE","ML_noASC",548,58
50,"TE","ML_noASC",549,61
50,"TE","ML_noASC",550,76
50,"TE","ML_noASC",553,77
50,"TE","ML_noASC",574,74
51,"MOL","ML_noASC",284,58
51,"MOL","ML_noASC",288,73
51,"MOL","ML_noASC",289,73
51,"MOL","ML_noASC",294,73
51,"MOL","ML_noASC",363,53
51,"MOL","ML_noASC",453,96
51,"TE","ML_noASC",313,100
51,"TE","ML_noASC",314,100
51,"TE","ML_noASC",320,100
51,"TE","ML_noASC",326,93
51,"TE","ML_noASC",351,100
51,"TE","ML_noASC",440,93
52,"MOL","ML_noASC",96,78
52,"MOL","ML_noASC",97,74
52,"MOL","ML_noASC",98,100
52,"MOL","ML_noASC",99,97
52,"MOL","ML_noASC",100,78
52,"MOL","ML_noASC",102,100
52,"MOL","ML_noASC",110,87
52,"MOL","ML_noASC",115,79
52,"MOL","ML_noASC",117,97
52,"MOL","ML_noASC",120,77
52,"MOL","ML_noASC",123,99
52,"MOL","ML_noASC",126,95
52,"MOL","ML_noASC",127,98
52,"MOL","ML_noASC",129,90
52,"MOL","ML_noASC",130,90
52,"MOL","ML_noASC",149,100
52,"MOL","ML_noASC",152,52
52,"MOL","ML_noASC",155,77
52,"MOL","ML_noASC",158,100
52,"MOL","ML_noASC",159,77
52,"MOL","ML_noASC",160,99
52,"MOL","ML_noASC",161,100
52,"MOL","ML_noASC",164,100
52,"MOL","ML_noASC",167,98
52,"MOL","ML_noASC",178,89
52,"MOL","ML_noASC",181,92
52,"MOL","ML_noASC",184,100
52,"MOL","ML_noASC",185,96
52,"TE","ML_noASC",96,97
52,"TE","ML_noASC",97,92
52,"TE","ML_noASC",98,95
52,"TE","ML_noASC",99,98
52,"TE","ML_noASC",102,98
52,"TE","ML_noASC",110,99
52,"TE","ML_noASC",115,85
52,"TE","ML_noASC",120,99
52,"TE","ML_noASC",122,100
52,"TE","ML_noASC",125,97
52,"TE","ML_noASC",126,87
52,"TE","ML_noASC",134,60
52,"TE","ML_noASC",135,81
52,"TE","ML_noASC",136,85
52,"TE","ML_noASC",137,100
52,"TE","ML_noASC",142,57
52,"TE","ML_noASC",144,97
52,"TE","ML_noASC",146,77
52,"TE","ML_noASC",149,85
52,"TE","ML_noASC",152,75
52,"TE","ML_noASC",154,99
52,"TE","ML_noASC",156,99
52,"TE","ML_noASC",157,96
52,"TE","ML_noASC",158,98
52,"TE","ML_noASC",162,97
52,"TE","ML_noASC",166,98
52,"TE","ML_noASC",167,98
52,"TE","ML_noASC",179,95
52,"TE","ML_noASC",181,93
52,"TE","ML_noASC",185,96
52,"TE","ML_noASC",186,98
53,"MOL","ML_noASC",165,71
53,"MOL","ML_noASC",166,64
53,"MOL","ML_noASC",174,72
53,"MOL","ML_noASC",175,77
53,"MOL","ML_noASC",176,56
53,"MOL","ML_noASC",177,81
53,"MOL","ML_noASC",179,94
53,"MOL","ML_noASC",180,100
53,"MOL","ML_noASC",181,100
53,"MOL","ML_noASC",182,98
53,"MOL","ML_noASC",195,97
53,"MOL","ML_noASC",196,98
53,"MOL","ML_noASC",197,94
53,"MOL","ML_noASC",203,98
53,"MOL","ML_noASC",214,88
53,"MOL","ML_noASC",215,88
53,"MOL","ML_noASC",216,97
53,"MOL","ML_noASC",217,87
53,"MOL","ML_noASC",220,68
53,"MOL","ML_noASC",224,67
53,"MOL","ML_noASC",225,97
53,"MOL","ML_noASC",255,59
53,"MOL","ML_noASC",256,62
53,"MOL","ML_noASC",257,70
53,"MOL","ML_noASC",258,74
53,"MOL","ML_noASC",259,78
53,"MOL","ML_noASC",260,92
53,"MOL","ML_noASC",266,74
53,"MOL","ML_noASC",268,74
53,"MOL","ML_noASC",276,53
53,"MOL","ML_noASC",289,96
53,"TE","ML_noASC",171,95
53,"TE","ML_noASC",177,89
53,"TE","ML_noASC",178,89
53,"TE","ML_noASC",179,98
53,"TE","ML_noASC",180,89
53,"TE","ML_noASC",181,89
53,"TE","ML_noASC",194,88
53,"TE","ML_noASC",201,70
53,"TE","ML_noASC",212,70
53,"TE","ML_noASC",213,98
53,"TE","ML_noASC",214,97
53,"TE","ML_noASC",219,53
53,"TE","ML_noASC",220,70
53,"TE","ML_noASC",255,50
53,"TE","ML_noASC",266,52
53,"TE","ML_noASC",267,56
53,"TE","ML_noASC",271,54
53,"TE","ML_noASC",272,99
53,"TE","ML_noASC",292,100
54,"MOL","ML_noASC",28,50
54,"TE","ML_noASC",28,51
